NBLC HIGHLIGHT,NBLC MEMBER PHOTO,NBLC Member,FILE NAME,Location,FZ Name,Zone Code,Zone Name,Market Code,Market,Market Manager ,Field Consultant Name,Store Manager,Store Type,Address ,City,State or Province,Postal Code,Country ,Open Status Code,Open Date,Close Date,Vicinity,Phone Number,CDC Code,CDC Name,Wholesale Center,DMA Code,DMA Name,Wholesale Center,Alcohol Flag,Liquor Flag,Gas Flag,Gas Brand,BCP,Store Name,Store Type,Region,FC Email
,,,,13766,"Ghuman, Mohinderpa S",72199,Greater La,2172,South Coast,Michelle Merrell,Jonathan C Reyes,*,F,5511 WESTMINSTER BLVD,Westminster,CA,92683,US,O,08/15/1968,,Westminster at Milan Pl,(714)894-5452,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Reyes, Jonathan"
,,,,20607,"Ghuman, Mohinderpa S",72199,Greater La,2172,South Coast,Michelle Merrell,Darlene Lugo,*,F,16475 HARBOR BLVD,Fountain Valley,CA,92708,US,O,02/15/1979,,Harbor Blvd at Heil Ave,(714)839-4110,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Lugo, Darlene"
,,,,33161,"Ghuman, Mohinderpa S",72199,Greater La,2172,South Coast,Michelle Merrell,Jonathan C Reyes,Store Mgr Unassigned,F,15991 MAGNOLIA STREET,Westminster,CA,92683,US,O,08/01/2002,,Nwc Magnolia at Edinger,(714)373-6977,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,Y,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Reyes, Jonathan"
,,,,33611,"Ghuman, Mohinderpa S",72199,Greater La,2172,South Coast,Michelle Merrell,Jonathan C Reyes,Store Mgr Unassigned,F,13982 BOLSA CHICA RD,Westminster,CA,92683,US,O,03/03/2008,,Nec Bolsa Chica at Westmin,(714)890-3873,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Reyes, Jonathan"
,,,,39247,"Ghuman, Mohinderpa S",72199,Greater La,2172,South Coast,Michelle Merrell,Darlene Lugo,Store Mgr Unassigned,F,914 N HARBOR BLVD,Santa Ana,CA,92703,US,O,08/24/2009,,Harbor at Hazard,(714)265-8966,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,Y,Bcp Store,Dense Residential,WEST,"Lugo, Darlene"
,,,,39725,"Ghuman, Mohinderpa S",72199,Greater La,2172,South Coast,Michelle Merrell,Darlene Lugo,Store Mgr Unassigned,F,950 S HARBOR,Santa Ana,CA,92704,US,O,07/31/2014,,Nwc Harbor at Kent,(714)531-1889,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,Y,N,,Y,Bcp Store,Dense Residential,WEST,"Lugo, Darlene"
,,,,39701,"Ghuman, Muhammed I",71399,Patriot,2531,Charlottesville,Jon Mastropaolo,Tammy L Murphy,Store Mgr Unassigned,F,1026 MILLWOOD PIKE,Winchester,VA,22602,US,O,11/13/2013,,Millwood at Front Royal Pk,(540)722-2258,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,Y,N,N,BP,Y,Bcp Store,Suburban Neighborhood,EAST,"Murphy, Tammy"
,,,,37463,"Ghuman, Shahid R",72799,Us Acquisitions,2709,Tedeschi 1,John Connell Jr.,Melissa A Dolloff,Store Mgr Unassigned,F,1039 MAIN ST,Weymouth,MA,02190,US,O,08/24/2015,,Main St Nr Derby St,(000)000-0000,NGD,New England,MY,506,Boston Ma-Nh,MY,N,N,N,,N,7-Eleven Store,Suburban Commuter,ACQ,"Dolloff, Melissa"
,,,,18547,"Ghuman, Tarsem S",72099,South West,2131,San Diego So East County,Sebastian Turcu,Misty M Perez,*,F,4300 MAIN STREET #101,Chula Vista,CA,91911,US,O,08/15/1979,,Main Street at Melrose Ave,(619)426-1706,SND,San Diego,SZ,825,San Diego Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Perez, Misty"
,,,,33715,"Ghuman, Tarsem S",72099,South West,2131,San Diego So East County,Sebastian Turcu,Gregory G Williams,Store Mgr Unassigned,F,689 PALOMAR ST,Chula Vista,CA,91911,US,O,03/26/2007,,Nc Palomar at Industrial,(619)422-0994,SND,San Diego,SZ,825,San Diego Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Williams, Gregory"
,,,,10918,"Giasuddin, Mohammed ",71199,Pennjersey,2411,South Nj,Christopher Stewart,Gregory A Campenella,*,F,200 W BROWNING RD,Bellmawr,NJ,08031,US,O,07/01/1965,,W Browning Rd/Creek Rd,(856)933-2960,PJY,Penn/Jersey,PA,504,Philadelphia,PA,N,N,N,,N,7-Eleven Store,Suburban Neighborhood,EAST,"Campenella, Gregory"
,,,,39412,"Gilani, Abdul H",71699,Lone Star,1601,South East Dallas,John Mcfadden,Jeremy Ramey,Store Mgr Unassigned,F,440 S BUCKNER BLV,Dallas,TX,75217,US,O,08/02/2012,,Buckner at Elam,(214)391-7425,NTX,No. Texas,SW,623,Dallas-Ft. Worth,SW,Y,N,N,7-Eleven,Y,Bcp Store,Suburban Commuter,WEST,"Ramey, Jeremy"
,,,,24483,"Gilani, Syed Arsha H",72199,Greater La,2133,Gold Coast,Robert Falciani,Andrea J Moore,*,F,703 E. PALMDALE BLVD,Palmdale,CA,93550,US,O,02/15/1984,,Palmdale & Sierra & 8th,(661)273-3329,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Moore, Andrea"
,,,,34758,"Gill, Abdul ",72199,Greater La,2171,Inland Empire,William Halverson,Michael A Zuniga,Store Mgr Unassigned,F,3993 N SIERRA AVE,San Bernardino,CA,92405,US,O,06/27/2011,,N Sierra Ave,(909)475-8342,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Zuniga, Michael"
,,,,34175,"Gill, Amandip ",72199,Greater La,2171,Inland Empire,William Halverson,Michael A Zuniga,Store Mgr Unassigned,F,2885 DEL ROSA AVE,San Bernardino,CA,92404,US,O,12/29/2008,,Del Rosa Ave at Date St,(909)882-9954,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Zuniga, Michael"
,,,,37137,"Gill, Amandip ",72199,Greater La,2175,Inland Valley,Tammy Libbon,Salina Leon,Store Mgr Unassigned,F,731 S EUCLID AVE,Ontario,CA,91762,US,O,02/25/2016,,Euclid at California St,(909)983-4603,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Leon, Salina"
,,,,36623,"Gill, Amrinder ",71699,Lone Star,1613,San Antonio,Lars Grogan,Khurram S Khan,Store Mgr Unassigned,F,802 SAN PEDRO RD,San Antonio,TX,78212,US,O,12/31/2012,,San Pedro Rd at Cypress,(210)354-4310,CTX,Central Texas,SW,641,San Antonio Tx,SW,Y,N,Y,Exxon,N,7-Eleven Store,Suburban Commuter,WEST,"Khan, Khurram"
,,,,13781,"Gill, Atiant S",72199,Greater La,2172,South Coast,Michelle Merrell,Ahmad N Khogyani,*,F,1220 N. BRISTOL ST. #E,Santa Ana,CA,92703,US,O,10/15/1967,,N Bristol at Washington,(714)835-7039,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Khogyani, Ahmad"
,,,,21066,"Gill, Atiant S",72199,Greater La,2172,South Coast,Michelle Merrell,Ahmad N Khogyani,*,F,818 W. 17TH ST.,Santa Ana,CA,92706,US,O,06/01/1980,,17th St at Flower St,(714)543-0170,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Khogyani, Ahmad"
,,,,25806,"Gill, Bhopinder S",72199,Greater La,2171,Inland Empire,William Halverson,Jess J Sandoval,*,F,17305 ARROW BLVD,Fontana,CA,92335,US,O,07/15/1985,,Arrow at Palmetto,(909)823-5435,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Sandoval, Jess"
,,,,39585,"Gill, Bikram S",71199,Pennjersey,2413,North Central Nj,Thomas Vitarelli,Gregory A Devito,Store Mgr Unassigned,F,472 ROUTE 31,Hampton,NJ,08827,US,O,01/06/2014,,Rt 31 Nr Asbury Anderson,(908)537-7243,PJY,Penn/Jersey,PA,501,New York Ny,PA,N,N,N,,Y,Bcp Store,Rural,EAST,"Devito, Gregory"
,,,,32859,"Gill, Deep ",71599,Florida,1551,Tampa,Sean Williams,Lord M Raganas,David Foglio,F,15310 CORTEZ BLVD,Brooksville,FL,34613,US,O,07/30/2000,,Sec Sr 50,(352)544-1201,LAK,Florida,ME,539,Tampa-Fl,ME,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,EAST,"Raganas, Lord"
,,,,29667,"Gill, Devinder S",72099,South West,1607,Las Vegas West,Harvey Dewitt,Shelly Batten,Store Mgr Unassigned,F,30 W WYOMING,Las Vegas,NV,89102,US,O,08/15/1988,,W Wyoming,(702)383-0510,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,Y,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Batten, Shelly"
,,,,27327,"Gill, Fateh ",72099,South West,1607,Las Vegas West,Harvey Dewitt,Mark E Bonavita,*,F,4885 S JONES BLVD,Las Vegas,NV,89103,US,O,01/15/1987,,Tropicana at Jones Blvd,(702)871-9645,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Bonavita, Mark"
,,,,18199,"Gill, Gurcharn K",72199,Greater La,2136,Central Los Angeles,Kia Knox,Eugene L Grinblat,*,F,13307 MOORPARK ST,Sherman Oaks,CA,91423,US,O,01/01/1976,,Mooroark St,(818)789-4146,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Grinblat, Eugene"
,,,,17792,"Gill, Gurdarshan S",72199,Greater La,2177,East Los Angeles,Janet Minero,Adriana Pickens,*,F,1200 S GARFIELD AVE,Alhambra,CA,91801,US,O,05/01/1975,,Sec Garfield at Shorb,(626)281-2866,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Pickens, Adriana"
,,,,13967,"Gill, Gurpal S",72199,Greater La,2171,Inland Empire,William Halverson,Deann Demarzo,*,F,725 E GRAND BLVD,Corona,CA,92879,US,O,05/15/1969,,E Grand & Circle at Fuller,(951)735-2270,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Demarzo, Deann"
,,,,36818,"Gill, Gurpal S",72199,Greater La,2171,Inland Empire,William Halverson,Deann Demarzo,Store Mgr Unassigned,F,11110 MAGNOLIA AVE,Riverside,CA,92505,US,O,06/30/2014,,Magnolia at La Sierra Ave,(951)354-2063,LAX,Los Angeles,SZ,803,Los Angeles,SZ,N,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Demarzo, Deann"
,,,,26660,"Gill, Harbhajan S",72199,Greater La,2136,Central Los Angeles,Kia Knox,Kurt Jacobsen,*,F,16450 VANOWEN,Van Nuys,CA,91406,US,O,06/09/1988,,Hayvenhurst & Vanowen,(818)780-7856,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Jacobsen, Kurt"
,,,,14116,"Gill, Harbinder ",72399,North Pacific,2364,North Valley,Lisa Carrasco,Alvaro Fernandez,Store Mgr Unassigned,F,525 L ST,Davis,CA,95616,US,O,06/01/1968,,L St Nr Fifth St,(530)756-6421,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Fernandez, Alvaro"
,,,,14149,"Gill, Harinder S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Tracie O'connell,Store Mgr Unassigned,F,206 E TABOR AVE,Fairfield,CA,94533,US,O,10/01/1968,,206 E Tabor Nr N Texas,(707)426-0342,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"O'connell, Tracie"
,,,,14155,"Gill, Harinder S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Crystal A Justice,Store Mgr Unassigned,F,1450 ALAMO DR,Vacaville,CA,95687,US,O,07/01/1970,,Alamo Ct at Almo Dr,(707)448-7711,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Justice, Crystal"
,,,,17304,"Gill, Harjeet S",72199,Greater La,2173,Southern L.A.,Dennis Francis,Michelle Abdollah,*,F,6077 WEST THIRD ST,Los Angeles,CA,90036,US,O,11/01/1974,,Nec 3rd at Gardner,(323)939-1621,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Abdollah, Michelle"
,,,,18406,"Gill, Harjeet S",72199,Greater La,2173,Southern L.A.,Dennis Francis,Michelle Abdollah,*,F,5000 WILSHIRE BLVD,Los Angeles,CA,90036,US,O,03/31/1977,,Wilshire Blvd,(323)935-9878,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Daytime,WEST,"Abdollah, Michelle"
,,,,23169,"Gill, Harjeet S",72199,Greater La,2173,Southern L.A.,Dennis Francis,Michelle Abdollah,*,F,1075 S. FAIRFAX AVE,Los Angeles,CA,90019,US,O,11/24/1981,,Nwc Fairfax at Whitworth,(323)935-3537,LAX,Los Angeles,SZ,803,Los Angeles,SZ,Y,N,N,,N,7-Eleven Store,Dense Residential,WEST,"Abdollah, Michelle"
,,,,27467,"Gill, Harshdeep S",71099,Appalachian,1971,Southwest Detroit,David Heagle,Steven M Miller,Harsh&kamaljit Gill/fz,F,2600 SOUTH TELEGRAPH,Dearborn,MI,48124,US,O,07/01/1992,,Telegraph at Oxford,(313)278-5882,DTR,Detroit,MI,505,Detroit,MI,Y,Y,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Miller, Steven"
,,,,36180,"Gill, Harvinder ",71099,Appalachian,2702,Ohio,Ryan Ross,Jason R Armbruster,Harvinder Gill,F,150 SANDUSKY ST,Monroeville,OH,44847,US,O,10/04/2012,,Sandusky St Nr Baker St,(419)465-2156,PIT,Pittsburgh,MK,510,Cleveland Oh,MK,Y,Y,Y,BP,N,7-Eleven Store,Suburban Neighborhood,EAST,"Armbruster, Jason"
,,,,20826,"Gill, Harvinder S",72099,South West,1607,Las Vegas West,Harvey Dewitt,FC UNASSIGNED,*,F,1600 N DECATUR BLVD,Las Vegas,NV,89108,US,O,12/01/1978,,Vegas Dr at Decatur Blvd,(702)647-1002,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"UNASSIGNED, FC"
,,,,21478,"Gill, Harvinder S",72099,South West,1607,Las Vegas West,Harvey Dewitt,Shelly Batten,*,F,200 W. BOSTON AVE,Las Vegas,NV,89102,US,O,11/30/1979,,Boston Ave at Fairfield,(702)384-5888,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Batten, Shelly"
,,,,26873,"Gill, Harvinder S",72099,South West,1608,Las Vegas East,Michael Balenger,Nicholas M Zatkovich,*,F,3520 OWENS AVE,Las Vegas,NV,89110,US,O,10/15/1987,,Pecos Rd & Owens Ave,(702)453-0433,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Zatkovich, Nicholas"
,,,,26994,"Gill, Harvinder S",72099,South West,1608,Las Vegas East,Michael Balenger,Nicholas M Zatkovich,*,F,903 NORTH PECOS BLVD,Las Vegas,NV,89101,US,O,05/15/1986,,Pecos Rd at Washington Ave,(702)642-2311,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Zatkovich, Nicholas"
,,,,32826,"Gill, Harvinder S",72099,South West,1607,Las Vegas West,Harvey Dewitt,FC UNASSIGNED,Store Mgr Unassigned,F,920 N. BUFFALO DRIVE,Las Vegas,NV,89128,US,O,12/22/1999,,Washington & Buffalo,(702)228-6226,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Neighborhood,WEST,"UNASSIGNED, FC"
,,,,23228,"Gill, Inderjit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,James E Cassidy,*,F,31006 PACIFIC HWY S,Federal Way,WA,98003,US,O,05/10/1982,,Sec Hwy 99 & Sw 310th St,(253)941-5711,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Cassidy, James"
,,,,27311,"Gill, Inderjit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,James E Cassidy,Store Mgr Unassigned,F,1481 W MEEKER ST,Kent,WA,98032,US,O,06/16/1987,,Meeker St,(253)854-8949,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Cassidy, James"
,,,,35675,"Gill, Inderjit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,James E Cassidy,Store Mgr Unassigned,F,24012 104TH AVE SE,Kent,WA,98031,US,O,08/29/2014,,104th Ave at 240th St,(253)854-2039,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Cassidy, James"
,,,,14075,"Gill, Iqbal S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Lindsey R Wendel,*,F,506 EAST 19TH,Marysville,CA,95901,US,O,02/01/1968,,E 19th at Cowillaud,(530)742-4490,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Wendel, Lindsey"
,,,,17952,"Gill, Iqbal S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Lindsey R Wendel,*,F,468 BRIDGE ST,Yuba City,CA,95991,US,O,04/01/1976,,Bridge at Plumas,(530)674-3324,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Wendel, Lindsey"
,,,,25049,"Gill, Iqbal S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Lindsey R Wendel,*,F,428 9TH STREET EAST,Marysville,CA,95901,US,O,12/15/1984,,Sec 9th St at E St,(530)741-1716,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Wendel, Lindsey"
,,,,32401,"Gill, Iqbal S",72399,North Pacific,2364,North Valley,Lisa Carrasco,Beven I Pintner,*,F,1111 FOREST STREET,Chico,CA,95926,US,O,12/19/1998,,Hwy 32 at Forrest,(530)894-2765,BAY,Bay Area,SA,868,Chico-Redding,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Pintner, Beven"
,,,,22984,"Gill, Jagjit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,Anthony G Lonsdale,*,F,3702 AUBURN WAY NORTH,Auburn,WA,98002,US,O,02/19/1982,,Auburn Way at 37th St Ne,(253)735-1331,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Lonsdale, Anthony"
,,,,15815,"Gill, Jaspal ",72099,South West,1608,Las Vegas East,Michael Balenger,Nicholas M Zatkovich,*,F,3673 INDIOS AVE,Las Vegas,NV,89121,US,O,04/01/1974,,Nec Indios Nr Boulder,(702)457-8729,LVG,Las Vegas,MS,839,Las Vegas,MS,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Zatkovich, Nicholas"
,,,,23226,"Gill, Jaspal S",72399,North Pacific,2365,Capital Valley,Greg Ruffoni,Heidi O Carrasco,Store Mgr Unassigned,F,3405 BRADSHAW RD,Sacramento,CA,95827,US,O,06/08/1983,,Sec Bradshaw Rd & Lincoln,(916)364-5248,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Carrasco, Heidi"
,,,,27905,"Gill, Jaspal S",72599,Liberty,2541,Dc Metro,Greg Manzer,Lee S Nelson,Jaspal & Sharanjit Gill,F,2850 BLADENSBURG RD NE,Washington,DC,20018,US,O,01/21/1988,,Bladensburg Rd at Central,(202)526-9240,NVA,No. Virginia,MZ,511,Washington Dc-Md,MZ,N,N,N,,N,7-Eleven Store,Dense Residential,EAST,"Nelson, Lee"
,,,,32836,"Gill, Jaspal S",72399,North Pacific,2365,Capital Valley,Greg Ruffoni,Heidi O Carrasco,Store Mgr Unassigned,F,5500 FLORIN PERKINS RD,Sacramento,CA,95826,US,O,08/20/1999,,5500 Florin Perkins Rd,(916)381-2063,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Carrasco, Heidi"
,,,,14195,"Gill, Jaswinder S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Herman L Pinkard Jr,Jaswinder/surinder Gill,F,5724 A THORNTON AVE,Newark,CA,94560,US,O,06/01/1968,,A Thornton Nr Ruschin,(510)791-5380,BAY,Bay Area,MP,807,San Francisco Ca,MP,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Pinkard Jr, Herman"
,,,,16104,"Gill, Jaswinder S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Herman L Pinkard Jr,Jaswinder/surinder Gill,F,32215 ALVARADO NILES BLVD,Union City,CA,94587,US,O,08/01/1974,,Alvarado Niles Nr Baker,(510)471-9333,BAY,Bay Area,MP,807,San Francisco Ca,MP,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Pinkard Jr, Herman"
,,,,26343,"Gill, Jaswinder S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Herman L Pinkard Jr,Jaswinder/surinder Gill,F,38003 MISSION BLVD,Fremont,CA,94536,US,O,08/02/1985,,Mission Blvd at Niles Blvd,(510)793-3211,BAY,Bay Area,MP,807,San Francisco Ca,MP,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Pinkard Jr, Herman"
,,,,14117,"Gill, Jivtesh S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Sanaye N Walker,Gill Jivtesh Singh,F,2725 COUNTRY CLUB BVD,Stockton,CA,95204,US,O,04/01/1969,,Country Club Nr I K,(209)463-1259,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Walker, Sanaye"
,,,,20304,"Gill, Jivtesh S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Michael A Da Re,Shuzi Ito,F,455 WEST GRANTLINE AVENUE,Tracy,CA,95376,US,O,09/01/1978,,Grant Line at Buthman,(209)835-7254,BAY,Bay Area,MP,862,Sacramento Ca,MP,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Da Re, Michael"
,,,,32190,"Gill, Jivtesh S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Sanaye N Walker,"Gill, Jivtesh Singh",F,4943 S. STATE RT. 99,Stockton,CA,95215,US,O,06/01/1997,,Awc Kingsley,(209)939-0679,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,Y,Chevron,N,7-Eleven Store,Suburban Neighborhood,WEST,"Walker, Sanaye"
,,,,32262,"Gill, Jivtesh S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Michael A Da Re,"Gill, Jivtesh",F,2360 WEST GRANTLINE RD,Tracy,CA,95376,US,O,08/14/1998,,Swc Grantline Rd,(209)830-9917,BAY,Bay Area,MP,862,Sacramento Ca,MP,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Da Re, Michael"
,,,,39087,"Gill, Jivtesh S",72399,North Pacific,2369,East Bay,Kevin Schinmann,Andrea M Padilla,Jivtesh Gill,F,1111 E KETTLEMAN LANE,Lodi,CA,95240,US,O,12/06/2007,,Nec E Kettleman Nr Hwy 99,(209)369-3633,BAY,Bay Area,SA,862,Sacramento Ca,SA,Y,N,N,,Y,Bcp Store,Suburban Commuter,WEST,"Padilla, Andrea"
,,,,25332,"Gill, Kanwaljit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,Dominique L Biggs,*,F,3280 SE LUND AVENUE,Port Orchard,WA,98366,US,O,08/29/1984,,Lund at Jackson,(360)876-2711,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,Y,7-Eleven,N,7-Eleven Store,Suburban Commuter,WEST,"Biggs, Dominique"
,,,,34528,"Gill, Kanwaljit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,Dominique L Biggs,Shane Hall,F,1800 MILE HILL DR,Port Orchard,WA,98366,US,O,12/30/2010,,Mile Hill at Sk Hi Access,(360)895-7837,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Biggs, Dominique"
,,,,34638,"Gill, Kanwaljit S",72399,North Pacific,2361,South Puget Sound,G Christopher Arnold,Dominique L Biggs,Store Mgr Unassigned,F,567 BAY ST,Port Orchard,WA,98366,US,O,12/01/2010,,Bay St at Port St,(360)874-7595,PNW,Pacific Northwest,NW,819,Seattle-Tacoma Wa,NW,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Biggs, Dominique"
,,,,29518,"Gill, Karen K",72099,South West,2131,San Diego So East County,Sebastian Turcu,Michael K Mitcham,Store Mgr Unassigned,F,2441 JAMACHA RD #108,El Cajon,CA,92019,US,O,02/15/1988,,Sec Jamacha Nr Hiltonhead,(619)588-2107,SND,San Diego,SZ,825,San Diego Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Commuter,WEST,"Mitcham, Michael"
,,,,34177,"Gill, Karen K",72099,South West,2131,San Diego So East County,Sebastian Turcu,Ashley R Dolen,Store Mgr Unassigned,F,1007 5TH AVE,San Diego,CA,92101,US,O,10/30/2008,,Broadway at 5th Ave,(619)238-1943,SND,San Diego,SZ,825,San Diego Ca,SZ,N,N,N,,N,7-Eleven Store,Dense Daytime,WEST,"Dolen, Ashley"
,,,,13435,"Gill, Karminder ",71099,Appalachian,1971,Southwest Detroit,David Heagle,Brian T Hopper,Karminder Gill,F,31752 JOHN R,Madison Heights,MI,48071,US,O,08/15/1970,,31752 John at Whitcomb,(248)585-7329,DTR,Detroit,MI,505,Detroit,MI,Y,N,N,,N,7-Eleven Store,Suburban Commuter,EAST,"Hopper, Brian"
,,,,21803,"Gill, Kuldeep K",72099,South West,2112,Desert Coast,Brian Biro,Mike Fredette,*,F,1860 W. EL NORTE PKWY,Escondido,CA,92026,US,O,02/01/1979,,W El Norte Parkway,(760)741-5426,SND,San Diego,SZ,825,San Diego Ca,SZ,Y,N,N,,N,7-Eleven Store,Suburban Neighborhood,WEST,"Fredette, Mike"
